ID,target
259,False
260,True
261,True
262,False
263,False
264,False
265,False
266,False
267,False
268,False
269,True
270,False
271,False
272,False
273,True
274,False
275,False
276,False
277,True
278,True
279,False
280,False
281,False
282,True
283,False
284,False
285,True
286,False
287,False
288,False
289,True
290,True
291,False
292,False
293,False
294,True
295,False
296,True
297,True
298,False
299,False
300,True
301,True
302,False
303,True
304,True
305,True
306,False
307,True
308,False
309,True
310,True
311,True
312,True
313,True
314,True
315,True
316,True
317,False
318,True
319,False
320,False
321,False
322,False
323,False
324,False
325,False
326,True
327,False
328,True
329,True
330,False
331,False
332,False
333,True
334,False
335,True
336,False
337,True
338,True
339,False
340,True
341,False
342,True
343,True
344,False
345,False
346,False
347,False
348,False
349,False
350,False
351,False
352,True
353,False
354,True
355,False
356,True
357,False
358,False
359,False
360,False
361,False
362,True
363,True
364,False
365,False
366,True
367,False
368,False
369,False
370,True
371,True
372,False
373,True
374,False
375,False
376,False
377,False
378,True
379,False
380,False
381,False
382,False
383,False
384,True
385,False
386,True
387,True
388,False
389,False
390,False
391,False
392,False
393,True
394,False
395,False
396,False
397,False
398,True
399,True
400,False
401,True
402,False
403,False
404,False
405,False
406,True
407,False
408,True
409,False
410,False
411,False
412,False
413,False
414,False
415,False
416,False
417,False
418,False
419,False
420,True
421,False
422,True
423,False
424,False
425,False
426,True
427,False
428,False
429,False
430,False
431,False
432,True
433,True
434,True
435,True
436,True
437,False
438,False
439,False
440,True
441,False
442,False
443,True
444,False
445,True
446,False
447,False
448,False
449,True
450,True
451,False
452,True
453,False
454,False
455,False
456,False
457,True
458,True
459,True
460,False
461,False
462,False
463,False
464,False
465,True
466,True
467,True
468,False
469,True
470,True
471,False
472,True
473,True
474,False
475,False
476,True
477,True
478,False
479,False
480,True
481,False
482,True
483,False
484,False
485,True
486,True
487,False
488,False
489,True
490,True
491,False
492,False
493,True
494,True
495,True
496,False
497,True
498,True
499,True
500,False
501,False
502,False
503,False
504,False
505,False
506,False
507,True
508,False
509,False
510,True
511,False
512,True
513,False
514,False
515,False
516,True
517,False
518,False
519,True
520,False
521,False
522,False
523,False
524,True
525,True
526,False
527,False
528,True
529,False
530,True
531,False
532,False
533,False
534,True
535,True
536,True
537,False
538,False
539,False
540,False
541,True
542,True
543,False
544,False
545,True
546,False
547,False
548,False
549,False
550,False
551,True
552,False
553,True
554,False
555,False
556,False
557,False
558,False
559,False
560,True
561,True
562,False
563,True
564,False
565,True
566,True
567,False
568,False
569,True
570,False
571,False
572,False
573,True
574,False
575,False
576,False
577,True
578,True
579,False
580,False
581,False
582,True
583,False
584,False
585,False
586,False
587,True
588,False
589,True
590,False
591,False
592,False
593,False
594,False
595,True
596,False
597,False
598,False
599,True
600,True
601,False
602,False
603,False
604,False
605,False
606,False
607,True
608,False
609,False
610,True
611,True
612,False
613,False
614,True
615,True
616,True
617,False
618,True
619,True
620,False
621,False
622,False
623,False
624,False
625,True
626,False
627,True
628,False
629,False
630,True
631,False
632,False
633,False
634,False
635,False
636,True
637,False
638,False
639,True
640,False
641,False
642,False
643,False
644,True
645,False
646,False
647,False
648,False
649,True
650,False
651,True
652,False
653,True
654,True
655,False
656,False
657,False
658,False
659,True
660,True
661,False
662,True
663,False
664,False
665,False
666,False
667,False
668,False
669,False
670,True
671,False
672,True
673,False
674,True
675,False
676,False
677,True
678,False
679,False
680,False
681,False
682,True
683,False
684,False
685,True
686,True
687,False
688,False
689,True
690,False
691,False
692,True
693,True
694,True
695,False
696,True
697,False
698,False
699,True
700,False
701,False
702,False
703,False
704,False
705,True
706,False
707,False
708,False
709,False
710,True
711,False
712,True
713,True
714,False
715,False
716,False
717,False
718,True
719,True
720,False
721,True
722,False
723,False
724,True
725,False
726,False
727,False
728,False
729,False
730,False
731,False
732,False
733,False
734,False
735,False
736,False
737,False
738,True
739,True
740,False
741,True
742,True
743,False
744,False
745,True
746,False
747,False
748,False
749,False
750,False
751,False
752,False
753,False
754,False
755,True
756,False
757,True
758,False
759,False
760,False
761,False
762,False
763,False
764,False
765,False
766,False
767,False
768,False
769,True
770,True
771,False
772,True
773,False
774,True
775,False
776,True
777,False
778,True
779,False
780,False
781,False
782,False
783,False
784,False
785,True
786,True
787,False
788,False
789,True
790,False
791,True
792,False
793,True
794,False
795,False
796,True
797,True
798,True
799,False
800,False
801,False
802,False
803,False
804,False
805,False
806,False
807,True
808,False
809,False
810,True
811,True
812,False
813,False
814,True
815,False
816,True
817,True
818,False
819,False
820,False
821,True
822,False
823,False
824,True
825,False
826,True
827,False
828,True
829,True
830,True
831,True
832,False
833,False
834,False
835,True
836,False
837,False
838,False
839,True
840,False
841,False
842,False
843,False
844,False
845,False
846,True
847,True
848,False
849,False
850,False
851,False
852,False
853,True
854,True
855,False
856,True
857,False
858,False
859,True
860,True
861,False
862,False
863,True
864,True
865,False
866,True
867,False
868,True
869,False
870,True
871,False
872,False
873,False
874,False
875,True
876,False
877,False
878,True
879,False
880,False
881,False
882,False
883,False
884,True
885,True
886,True
887,True
888,True
889,False
890,True
891,True
892,False
893,False
894,True
895,False
896,False
897,False
898,True
899,True
900,True
901,True
902,False
903,False
904,True
905,True
906,False
907,False
908,False
909,False
910,True
911,True
912,False
913,True
914,True
915,False
916,False
917,False
918,True
919,False
920,True
921,True
922,False
923,False
924,False
925,False
926,False
927,False
928,True
929,True
930,False
931,False
932,True
933,False
934,True
935,False
936,False
937,False
938,True
939,False
940,False
941,True
942,False
943,False
944,False
945,False
946,False
947,False
948,False
949,False
950,False
951,False
952,False
953,False
954,False
955,True
956,False
957,False
958,False
959,False
960,False
961,False
962,False
963,True
964,False
965,True
966,True
967,False
968,False
969,False
970,False
971,True
972,True
973,False
974,False
975,True
976,False
977,False
978,False
979,False
980,False
981,True
982,False
983,False
984,False
985,False
986,False
987,False
988,True
989,False
990,False
991,True
992,False
993,False
994,False
995,False
996,False
997,False
998,True
999,False
1000,True
1001,True
1002,False
1003,False
1004,True
1005,True
1006,True
1007,False
1008,True
1009,False
1010,True
1011,False
1012,True
1013,False
1014,False
1015,False
1016,False
1017,False
1018,False
1019,False
1020,True
1021,False
1022,True
1023,False
1024,False
1025,False
1026,False
1027,False
1028,True
1029,True
1030,True
1031,True
1032,False
1033,False
1034,False
1035,False
1036,False
1037,False
1038,True
1039,False
1040,False
1041,False
1042,True
1043,True
1044,False
1045,False
1046,False
1047,True
1048,False
1049,True
1050,True
1051,False
1052,False
1053,True
1054,True
1055,False
1056,False
1057,True
1058,True
1059,False
1060,False
1061,False
1062,False
1063,False
1064,True
1065,True
1066,False
1067,False
1068,True
1069,False
1070,True
1071,False
1072,False
1073,False
1074,False
1075,False
1076,False
1077,True
1078,True
1079,True
1080,True
1081,False
1082,True
1083,True
1084,True
1085,True
1086,False
1087,True
1088,False
1089,False
1090,False
1091,False
1092,True
1093,False
1094,True
1095,False
1096,True
1097,False
1098,False
1099,False
1100,False
1101,True
1102,False
1103,True
1104,True
1105,True
1106,False
1107,False
1108,True
1109,True
1110,False
1111,False
1112,False
1113,False
1114,False
1115,False
1116,True
1117,False
1118,False
1119,False
1120,True
1121,True
1122,True
1123,False
1124,True
1125,False
1126,False
1127,False
1128,False
1129,True
1130,False
1131,True
1132,False
1133,True
1134,False
1135,True
1136,False
1137,False
1138,False
1139,False
1140,False
1141,True
1142,True
1143,False
1144,False
1145,False
1146,False
1147,True
1148,True
1149,True
1150,False
1151,True
1152,False
1153,True
1154,False
1155,False
1156,False
1157,True
1158,True
1159,True
1160,True
1161,False
1162,False
1163,False
1164,True
1165,False
1166,False
1167,True
1168,True
1169,True
1170,False
1171,True
1172,True
1173,False
1174,False
1175,True
1176,False
1177,False
1178,False
1179,False
1180,True
1181,True
1182,False
1183,False
1184,True
1185,True
1186,True
1187,False
1188,False
1189,True
1190,True
1191,False
1192,True
1193,False
1194,False
1195,False
1196,False
1197,True
1198,False
1199,False
1200,False
1201,False
1202,True
1203,True
1204,True
1205,False
1206,False
1207,False
1208,False
1209,False
1210,False
1211,False
1212,True
1213,False
1214,True
1215,False
1216,False
1217,True
1218,False
1219,True
1220,False
1221,False
1222,True
1223,False
1224,False
1225,False
1226,True
1227,True
1228,False
1229,True
1230,True
1231,False
1232,True
1233,True
1234,True
1235,True
1236,False
1237,False
1238,False
1239,False
1240,False
1241,False
1242,True
1243,False
1244,False
1245,False
1246,True
1247,False
1248,True
1249,True
1250,True
1251,True
1252,False
1253,False
1254,False
1255,False
1256,False
1257,False
1258,True
1259,False
1260,True
1261,False
1262,False
1263,False
1264,False
1265,True
1266,True
1267,False
1268,False
1269,False
1270,True
1271,True
1272,False
1273,True
1274,False
1275,False
1276,False
1277,False
1278,False
1279,False
1280,True
1281,True
1282,False
1283,False
1284,False
1285,False
1286,False
1287,True
1288,False
1289,False
1290,False
1291,True
1292,False
1293,False
1294,False
1295,True
1296,True
1297,False
1298,True
1299,False
1300,False
1301,False
1302,True
1303,True
1304,False
1305,False
1306,False
1307,False
1308,True
1309,True
1310,False
1311,False
1312,False
1313,True
1314,True
1315,True
1316,False
1317,False
1318,False
1319,False
1320,False
1321,False
1322,False
1323,False
1324,False
1325,True
1326,False
1327,False
1328,True
1329,False
1330,False
1331,True
1332,True
1333,False
1334,False
1335,True
1336,True
1337,True
1338,True
1339,False
1340,False
1341,True
1342,True
1343,False
1344,False
1345,False
1346,False
1347,False
1348,False
1349,False
1350,True
1351,False
1352,True
1353,False
1354,False
1355,False
1356,True
1357,False
1358,False
1359,False
1360,False
1361,True
1362,True
1363,False
1364,False
1365,False
1366,True
1367,True
1368,False
1369,False
1370,False
1371,True
1372,True
1373,False
1374,True
1375,False
1376,False
1377,False
1378,False
1379,False
1380,True
1381,True
1382,True
1383,True
1384,True
1385,False
1386,False
1387,True
1388,False
1389,True
1390,False
1391,False
1392,True
1393,True
1394,False
1395,True
1396,False
1397,False
1398,False
1399,False
1400,False
1401,False
1402,False
1403,False
1404,False
1405,True
1406,False
1407,False
1408,True
1409,False
1410,False
1411,False
1412,False
1413,False
1414,False
1415,False
1416,False
1417,False
1418,False
1419,False
1420,False
1421,False
1422,False
1423,False
1424,True
1425,False
1426,True
1427,False
1428,False
1429,False
1430,True
1431,False
1432,False
1433,False
1434,False
1435,False
1436,False
1437,True
1438,False
1439,False
1440,False
1441,False
1442,False
1443,False
1444,False
1445,True
1446,True
1447,False
1448,True
1449,True
1450,True
1451,False
1452,True
1453,True
1454,False
1455,False
1456,False
1457,False
1458,False
1459,False
1460,False
1461,False
1462,False
1463,False
1464,False
1465,False
1466,False
1467,False
1468,True
1469,False
1470,False
1471,False
1472,False
1473,False
1474,False
1475,False
1476,True
1477,True
1478,False
1479,False
1480,False
1481,False
1482,False
1483,False
1484,False
1485,True
1486,False
1487,False
1488,False
1489,False
1490,False
1491,False
1492,False
1493,False
1494,True
1495,False
1496,False
1497,False
1498,False
1499,True
1500,False
1501,True
1502,True
1503,False
1504,False
1505,True
1506,False
1507,False
1508,True
1509,False
1510,True
1511,False
1512,True
1513,False
1514,False
1515,False
1516,False
1517,False
1518,True
1519,True
1520,False
1521,False
1522,False
1523,True
1524,True
1525,False
1526,False
1527,False
1528,False
1529,False
1530,False
1531,False
1532,False
1533,False
1534,False
1535,True
1536,True
1537,False
1538,True
1539,False
1540,True
1541,False
1542,False
1543,True
1544,True
1545,True
1546,False
1547,True
1548,True
1549,False
1550,False
1551,True
1552,False
1553,True
1554,False
1555,False
1556,True
1557,False
1558,False
1559,False
1560,True
1561,False
1562,False
1563,False
1564,False
1565,True
1566,False
1567,False
1568,False
1569,False
1570,False
1571,False
1572,False
1573,True
1574,False
1575,False
1576,False
1577,False
1578,False
1579,False
1580,False
1581,False
1582,True
1583,False
1584,False
1585,False
1586,True
1587,False
1588,False
1589,False
1590,True
1591,False
1592,False
1593,True
1594,False
1595,True
1596,False
1597,True
1598,True
1599,False
1600,False
1601,False
1602,False
1603,True
1604,False
1605,False
1606,True
1607,False
1608,True
1609,True
1610,True
1611,True
1612,False
1613,False
1614,True
1615,True
1616,False
1617,True
1618,False
1619,False
1620,False
1621,True
1622,False
1623,False
1624,False
1625,True
1626,False
1627,False
1628,False
1629,False
1630,True
1631,False
1632,False
1633,False
1634,False
1635,True
1636,False
1637,False
1638,True
1639,False
1640,True
1641,False
1642,True
1643,False
1644,False
1645,True
1646,True
1647,False
1648,False
1649,False
1650,False
1651,False
1652,True
1653,False
1654,True
1655,False
1656,True
1657,True
1658,False
1659,False
1660,False
1661,True
1662,False
1663,False
1664,False
1665,False
1666,False
1667,False
1668,True
1669,True
1670,False
1671,True
1672,False
1673,False
1674,False
1675,True
1676,False
1677,True
1678,True
1679,True
1680,True
1681,True
1682,False
1683,False
1684,False
1685,False
1686,True
1687,False
1688,False
1689,False
1690,False
1691,False
1692,False
1693,False
1694,True
1695,False
1696,False
1697,False
1698,False
1699,True
1700,False
1701,False
1702,True
1703,True
1704,False
1705,False
1706,False
1707,False
1708,False
1709,True
1710,False
1711,False
1712,False
1713,False
1714,True
1715,False
1716,True
1717,False
1718,True
1719,True
1720,True
1721,True
1722,True
1723,False
1724,False
1725,False
1726,True
1727,False
1728,True
1729,True
1730,False
1731,False
1732,False
1733,False
1734,False
1735,True
1736,True
1737,False
1738,False
1739,True
1740,False
1741,False
1742,False
1743,False
1744,False
1745,False
1746,True
1747,False
1748,False
1749,False
1750,False
1751,False
1752,False
1753,True
1754,False
1755,True
1756,True
1757,False
1758,False
1759,False
1760,False
1761,False
1762,True
1763,True
1764,False
1765,True
1766,False
1767,True
1768,False
1769,False
1770,False
1771,False
1772,False
1773,False
1774,False
1775,False
1776,False
1777,False
1778,False
1779,False
1780,False
1781,False
1782,False
1783,False
1784,True
1785,True
1786,True
1787,False
1788,False
1789,False
1790,False
1791,False
1792,True
1793,False
1794,True
1795,False
1796,False
1797,True
1798,False
1799,False
1800,False
1801,False
1802,False
1803,True
1804,False
1805,False
1806,False
1807,False
1808,True
1809,False
1810,False
1811,True
1812,False
1813,False
1814,True
1815,False
1816,False
1817,False
1818,False
1819,False
1820,True
1821,True
1822,False
1823,True
1824,True
1825,False
1826,False
1827,False
1828,False
1829,False
1830,False
1831,True
1832,False
1833,True
1834,False
1835,False
1836,False
1837,False
1838,True
1839,True
1840,False
1841,True
1842,True
1843,False
1844,False
1845,False
1846,True
1847,True
1848,False
1849,True
1850,False
1851,False
1852,False
1853,False
1854,True
1855,False
1856,True
1857,False
1858,True
1859,False
1860,True
1861,True
1862,False
1863,False
1864,False
1865,True
1866,True
1867,False
1868,False
1869,False
1870,True
1871,False
1872,False
1873,False
1874,True
1875,False
1876,False
1877,False
1878,False
1879,False
1880,False
1881,False
1882,True
1883,False
1884,True
1885,True
1886,False
1887,True
1888,True
1889,True
1890,True
1891,True
1892,False
1893,True
1894,False
1895,False
1896,False
1897,False
1898,False
1899,True
1900,False
1901,True
1902,True
1903,False
1904,False
1905,True
1906,True
1907,False
1908,True
1909,False
1910,False
1911,False
1912,False
1913,True
1914,False
1915,False
1916,False
1917,False
1918,True
1919,False
1920,False
1921,False
1922,True
1923,False
1924,False
1925,True
1926,False
1927,False
1928,False
1929,True
1930,False
1931,True
1932,True
1933,False
1934,False
1935,True
1936,False
1937,False
1938,False
1939,False
1940,False
1941,True
1942,True
1943,False
1944,True
1945,False
1946,True
1947,False
1948,True
1949,False
1950,False
1951,True
1952,False
1953,True
1954,False
1955,True
1956,False
1957,True
1958,True
1959,False
1960,False
1961,True
1962,False
1963,False
1964,True
1965,True
1966,False
1967,False
1968,False
1969,False
1970,False
1971,True
1972,False
1973,False
1974,False
1975,False
1976,True
1977,True
1978,False
1979,False
1980,False
1981,False
1982,False
1983,False
1984,False
1985,True
1986,False
1987,False
1988,False
1989,False
1990,True
1991,False
1992,False
1993,False
1994,False
1995,True
1996,False
1997,True
1998,False
1999,False
2000,False
2001,False
2002,True
2003,False
2004,True
2005,False
2006,True
2007,False
2008,False
2009,False
2010,False
2011,False
2012,True
2013,True
2014,False
2015,True
2016,True
2017,False
2018,True
2019,False
2020,True
2021,False
2022,False
2023,True
2024,False
2025,True
2026,False
2027,True
2028,False
2029,False
2030,True
2031,False
2032,False
2033,False
2034,False
2035,False
2036,False
2037,False
2038,False
2039,True
2040,False
2041,False
2042,True
2043,False
2044,True
2045,False
2046,False
2047,False
2048,False
2049,True
2050,False
2051,True
2052,False
2053,False
2054,False
2055,False
2056,False
2057,False
2058,True
2059,True
2060,False
2061,False
2062,False
2063,False
2064,True
2065,False
2066,False
2067,False
2068,False
2069,False
2070,True
2071,False
2072,True
2073,True
2074,True
2075,True
2076,True
2077,True
2078,True
2079,False
2080,False
2081,False
2082,False
2083,True
2084,False
2085,True
2086,False
2087,False
2088,False
2089,True
2090,True
2091,False
2092,True
2093,True
2094,True
2095,False
2096,True
2097,False
2098,True
2099,True
2100,False
2101,False
2102,True
2103,True
2104,False
2105,False
2106,False
2107,True
2108,True
2109,False
2110,False
2111,False
2112,True
2113,False
2114,False
2115,False
2116,True
2117,True
2118,False
2119,False
2120,True
2121,False
2122,False
2123,False
2124,True
2125,False
2126,False
2127,False
2128,True
2129,False
2130,False
2131,True
2132,False
2133,True
2134,False
2135,False
2136,False
2137,False
2138,True
2139,False
2140,False
2141,False
2142,False
2143,False
2144,False
2145,False
2146,False
2147,False
2148,False
2149,True
2150,True
2151,False
2152,False
2153,False
2154,True
2155,True
2156,True
2157,False
2158,False
2159,True
2160,False
2161,True
2162,False
2163,False
2164,True
2165,False
2166,False
2167,False
2168,False
2169,True
2170,True
2171,False
2172,False
2173,False
2174,True
2175,True
2176,True
2177,False
2178,False
2179,True
2180,False
2181,True
2182,True
2183,False
2184,False
2185,False
2186,True
2187,False
2188,False
2189,False
2190,False
2191,True
2192,False
2193,True
2194,False
2195,False
2196,False
2197,False
2198,True
2199,True
2200,True
2201,False
2202,False
2203,False
2204,False
2205,False
2206,False
2207,True
2208,False
2209,False
2210,True
2211,False
2212,True
2213,False
2214,False
2215,False
2216,False
2217,True
2218,False
2219,False
2220,False
2221,True
2222,False
2223,False
2224,False
2225,True
2226,False
2227,True
2228,False
2229,False
2230,False
2231,False
2232,False
2233,True
2234,False
2235,False
2236,True
2237,False
2238,False
2239,True
2240,False
2241,True
2242,True
2243,False
2244,False
2245,False
2246,True
2247,False
2248,True
2249,False
2250,False
2251,False
2252,False
2253,False
2254,True
2255,False
2256,False
2257,False
2258,True
2259,True
2260,True
2261,False
2262,False
2263,False
2264,True
2265,False
2266,True
2267,False
2268,False
2269,False
2270,False
2271,True
2272,True
2273,False
2274,False
2275,True
2276,True
2277,False
2278,False
2279,False
2280,True
2281,False
2282,True
2283,True
2284,False
2285,False
2286,False
2287,False
2288,False
2289,False
2290,True
2291,False
2292,True
2293,True
2294,True
2295,True
2296,False
2297,True
2298,True
2299,False
2300,False
2301,False
2302,False
2303,False
2304,False
2305,False
2306,False
2307,True
2308,False
2309,True
2310,False
2311,True
2312,False
2313,False
2314,False
2315,False
2316,False
2317,False
2318,True
2319,False
2320,True
2321,False
2322,True
2323,False
2324,False
2325,False
2326,True
2327,False
2328,False
2329,True
2330,False
2331,False
2332,True
2333,False
2334,True
2335,False
2336,True
2337,True
2338,False
2339,True
2340,False
2341,False
2342,False
2343,True
2344,False
2345,False
2346,False
2347,False
2348,False
2349,True
2350,False
2351,True
2352,False
2353,False
2354,True
2355,True
2356,False
2357,False
2358,False
2359,False
2360,False
2361,False
2362,False
2363,False
2364,False
2365,False
2366,False
2367,True
2368,False
2369,False
2370,True
2371,False
2372,False
2373,False
2374,True
2375,True
2376,False
2377,False
2378,False
2379,False
2380,False
2381,True
2382,False
2383,False
2384,True
2385,False
2386,False
2387,False
2388,True
2389,False
2390,False
2391,True
2392,True
2393,True
2394,False
2395,False
2396,False
2397,False
2398,False
2399,False
2400,True
2401,False
2402,False
2403,True
2404,True
2405,False
2406,False
2407,False
2408,False
2409,False
2410,False
2411,True
2412,False
2413,False
2414,False
2415,True
2416,False
2417,True
2418,False
2419,False
2420,False
2421,False
2422,False
2423,True
2424,True
2425,True
2426,True
2427,False
2428,False
2429,False
2430,False
2431,False
2432,False
2433,False
2434,False
2435,True
2436,False
2437,True
2438,False
2439,False
2440,True
2441,True
2442,False
2443,False
2444,False
2445,True
2446,True
2447,False
2448,False
2449,True
2450,True
2451,True
2452,False
2453,False
2454,True
2455,False
2456,True
2457,False
2458,False
2459,False
2460,False
2461,False
2462,True
2463,True
2464,False
2465,True
2466,False
2467,True
2468,False
2469,False
2470,True
2471,False
2472,True
2473,False
2474,False
2475,True
2476,False
2477,True
2478,False
2479,False
2480,False
2481,False
2482,True
2483,False
2484,False
2485,False
2486,True
2487,False
2488,False
2489,False
2490,False
2491,False
2492,False
2493,False
2494,False
2495,False
2496,True
2497,True
2498,False
2499,True
2500,False
2501,False
2502,True
2503,False
2504,False
2505,True
2506,False
2507,True
2508,False
2509,False
2510,False
2511,False
2512,True
2513,False
2514,True
2515,True
2516,True
2517,False
2518,False
2519,False
2520,False
2521,False
2522,True
2523,False
2524,False
2525,False
2526,False
2527,False
2528,False
2529,False
2530,True
2531,False
2532,False
2533,True
2534,False
2535,False
2536,False
2537,False
2538,False
2539,False
2540,True
2541,True
2542,True
2543,False
2544,False
2545,True
2546,False
2547,False
2548,False
2549,True
2550,False
2551,True
2552,False
2553,True
2554,False
2555,False
2556,False
2557,False
2558,True
2559,False
2560,False
2561,False
2562,False
2563,True
2564,False
2565,False
2566,False
2567,True
2568,False
2569,False
2570,False
2571,False
2572,True
2573,False
2574,True
2575,False
2576,True
2577,True
2578,True
2579,False
2580,True
2581,False
2582,False
2583,True
2584,False
2585,False
2586,True
2587,True
2588,False
2589,False
2590,False
2591,False
2592,False
2593,False
2594,False
2595,True
2596,False
2597,False
2598,True
2599,True
2600,True
2601,True
2602,False
2603,False
2604,False
2605,True
2606,True
2607,True
2608,False
2609,False
2610,False
2611,False
2612,False
2613,False
2614,False
2615,False
2616,False
2617,False
2618,True
2619,True
2620,False
2621,False
2622,True
2623,True
2624,False
2625,False
2626,True
2627,False
2628,False
2629,False
2630,False
2631,True
2632,True
2633,False
2634,False
2635,True
2636,True
2637,True
2638,True
2639,False
2640,False
2641,False
2642,True
2643,False
2644,False
2645,True
2646,False
2647,False
2648,True
2649,True
2650,False
2651,False
2652,False
2653,False
2654,False
2655,True
2656,False
2657,False
2658,False
2659,False
2660,True
2661,False
2662,True
2663,False
2664,True
2665,False
2666,False
2667,False
2668,True
2669,False
2670,False
2671,True
2672,True
2673,False
2674,False
2675,True
2676,False
2677,False
2678,False
2679,True
2680,False
2681,False
2682,False
2683,False
2684,False
2685,True
2686,True
2687,True
2688,False
2689,False
2690,False
2691,True
2692,True
2693,False
2694,False
2695,False
2696,False
2697,True
2698,True
2699,True
2700,False
2701,False
2702,False
2703,False
2704,True
2705,False
2706,False
2707,False
2708,False
2709,False
2710,True
2711,False
2712,False
2713,True
2714,True
2715,False
2716,False
2717,False
2718,False
2719,True
2720,False
2721,False
2722,False
2723,False
2724,False
2725,True
2726,False
2727,False
2728,False
2729,False
2730,False
2731,True
2732,False
2733,False
2734,True
2735,False
2736,True
2737,False
2738,False
2739,True
2740,False
2741,True
2742,False
2743,False
2744,False
2745,False
2746,True
2747,True
2748,False
2749,False
2750,False
2751,True
2752,False
2753,True
2754,True
2755,True
2756,False
2757,False
2758,False
2759,False
2760,False
2761,False
2762,False
2763,True
2764,True
2765,False
2766,False
2767,True
2768,False
2769,False
2770,True
2771,False
2772,False
2773,True
2774,True
2775,True
2776,False
2777,True
2778,False
2779,False
2780,True
2781,True
2782,False
2783,True
2784,False
2785,False
2786,False
2787,False
2788,False
2789,True
2790,False
2791,True
2792,False
2793,True
2794,False
2795,False
2796,True
2797,False
2798,False
2799,True
2800,True
2801,True
2802,False
2803,False
2804,True
2805,False
2806,False
2807,False
2808,False
2809,False
2810,False
2811,False
2812,False
2813,False
2814,False
2815,True
2816,False
2817,True
2818,True
2819,True
2820,False
2821,False
2822,False
2823,False
2824,True
2825,True
2826,False
2827,True
2828,True
2829,True
2830,True
2831,False
2832,True
2833,False
2834,False
2835,False
2836,False
2837,False
2838,False
2839,True
2840,False
2841,False
2842,True
2843,False
2844,False
2845,True
2846,False
2847,False
2848,False
2849,False
2850,False
2851,False
2852,False
2853,True
2854,False
2855,True
2856,False
2857,False
2858,True
2859,False
2860,True
2861,False
2862,False
2863,False
2864,True
2865,False
2866,False
2867,False
2868,True
2869,True
2870,True
2871,True
2872,True
2873,True
2874,False
2875,True
2876,False
2877,True
2878,True
2879,False
2880,False
2881,False
2882,True
2883,False
2884,True
2885,False
2886,True
2887,True
2888,False
2889,False
2890,False
2891,True
2892,False
2893,False
2894,False
2895,False
2896,False
2897,False
2898,False
2899,False
2900,False
2901,False
2902,False
2903,False
2904,False
2905,False
2906,False
2907,True
2908,False
2909,True
2910,False
2911,False
2912,False
2913,False
2914,True
2915,False
2916,False
2917,False
2918,False
2919,False
2920,False
2921,False
2922,True
2923,True
2924,False
2925,False
2926,True
2927,False
2928,False
2929,False
2930,True
2931,True
2932,True
2933,False
2934,False
2935,True
2936,True
2937,False
2938,True
2939,True
2940,False
2941,False
2942,True
2943,False
2944,True
2945,False
2946,True
2947,False
2948,False
2949,False
2950,False
2951,True
2952,False
2953,True
2954,True
2955,True
2956,False
2957,False
2958,False
2959,False
2960,True
2961,False
2962,False
2963,False
2964,True
2965,True
2966,True
2967,True
2968,True
2969,True
2970,True
2971,True
2972,False
2973,False
2974,False
2975,True
2976,False
2977,False
2978,False
2979,False
2980,False
2981,False
2982,False
2983,True
2984,True
2985,True
2986,True
2987,False
2988,False
2989,True
2990,False
2991,False
2992,False
2993,True
2994,True
2995,False
2996,False
2997,True
